id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outlets;cartons_dimensions;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто
C216-CL-03-N;true;Потолочный светильник Maytoni C216-CL-03-N;Maytoni;C216-CL-03-N;https://maytoni.ru/i/C216-CL-03-N;6990;RUB;003;true;true;;;4251110020204;;46/46/19;79;Maytoni;Maytoni Classic;Ceiling & Wall;Sienna;2;Нет;Нет;Планка;UniqueGlass,ExtraHeatProtection,ExtraHeatGuard;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Хром;Металл;;400;;;180;180;;;;;;;;;IP 20;Круглая;;;320;20;Полусфера;None;Стекло;Серебристый;160;;;;;;;;;;200;Нет;Нет;E27;3;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/5f1fa3d8-3806-4305-90ec-198360bc28f4/s/C216-CL-03-N_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/927e3934-acea-48a4-ab58-0efcd22a46a8/s/C216-CL-03-N_on_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/3ff4fb5b-2d82-4669-a028-ce3ceaf97abd/s/element_C216-CL-03-N_w_(3).jpg;http://mais-upload.s3.amazonaws.com/upload/media/425eb070-aea6-4a3c-9d82-8eb5b2ef8b4b/s/element_C216-CL-03-N_w_(4).jpg;http://mais-upload.s3.amazonaws.com/upload/media/350a5dcf-eb92-424e-9c94-9b524aab2d36/s/element_C216-CL-03-N_(5).jpg;http://mais-upload.s3.amazonaws.com/upload/media/9556d71b-edcc-4748-bc74-825b750a1789/s/element_C216-CL-03-N_(4).jpg;;;Потолочный светильник;3,95;5,05
C232-CL-03-R;false;Потолочный светильник Maytoni C232-CL-03-R;Maytoni;C232-CL-03-R;https://maytoni.ru/i/C232-CL-03-R;8091;RUB;003;true;true;;;4251110020174;;48/48/34;0;Maytoni;Maytoni Classic;Ceiling & Wall;Combinare;2;Нет;Нет;Планка;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Столовая/Кухня,Спальня,Кабинет,Прихожая,Гардеробная,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Бронза Антик;Металл;;480;;;280;280;;;;;;;;;IP 20;Круглая;;;150;40;Полусфера;None;Стекло;Матовый Белый;;;;;;;;;;;;Нет;Нет;E27;3;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/ee8e17e4-616a-440d-8342-3be9c24e665a/s/C232-CL-03-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bc7a7191-a951-4290-ae16-5dbc74832b49/s/C232-CL-03-R_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9cbc721b-dca0-4ce8-963d-d14b78e087ba/s/C232-CL-03-R_on.jpg;;;;;;Потолочный светильник;3,12;4,82
Z004TL-01G;true;Настольный светильник Maytoni Z004TL-01G;Maytoni;Z004TL-01G;https://maytoni.ru/i/Z004TL-01G;12490;RUB;005;true;true;;;4251110088761;;62/62/36;25;Maytoni;Maytoni Classic;Table & Floor;Rametto;2;Нет;Нет;;;;AC 220-240;9405209109;Class2;IP 20;Золото;Металл;;;240;110;620;620;;;;;;;;;IP 20;;;;;;Конус;B;Хлопок;Кремовый;220;;;300;330;;;;;;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/21bd49fa-c5cb-45c0-af5d-e4506e3b934d/s/Z004TL-01G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/bde884c6-5797-471a-a873-cfc70ee7c1de/s/draft_Z004TL-01G.jpg;http://mais-upload.s3.amazonaws.com/upload/media/05dc02de-aa05-41a5-9edb-c37d0743306c/s/element_Z004TL-01G_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/eeb0bef3-6e5f-402c-9b56-468eaa964462/s/element_Z004TL-01G_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a6378d70-3fb7-46e1-98e1-11a5a2816a05/s/element_Z004TL-01G_w_(2).jpg;http://mais-upload.s3.amazonaws.com/upload/media/4a6b251f-87e5-483a-8e52-a0af20493306/s/Z004TL-01G_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/daf9c811-0692-4ceb-82bd-e905840d663d/s/interior_Z004TL-01G.jpg;;Настольный светильник;3,1;4,52
Z154-TL-01-N;false;Настольный светильник Maytoni Z154-TL-01-N;Maytoni;Z154-TL-01-N;https://maytoni.ru/i/Z154-TL-01-N;6600;RUB;005;true;true;;;4251110065151;;34/21/28;0;Maytoni;Maytoni Classic;Table & Floor;;2;Нет;Нет;;;Гостиная,Кабинет,Кафе, Ресторан,Магазин,Офис,Прихожая,Спальня;AC 220-240;9405209109;Class2;IP 20;Никель;Металл;;;254;185;;;;;;;;;;;IP 20;;;;;;Прямоугольник;None;Металл;Никель;56;123;220;;;;;;;;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/581aa603-3ae7-473d-a9b9-3a0535da69ba/s/interior_Z154-TL-01-N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/681e4034-cfab-4c0f-98a7-1336ff0600b1/s/Z154-TL-01-N_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c9851192-1d4d-4bb0-98a4-fff600b23693/s/Z154-TL-01-N_on_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/8942c938-4876-4a58-989b-3b2573bfd8f4/s/element_Z154-TL-01-N_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/130c4cbf-4a0f-4da7-9231-e1af0d8a192a/s/draft_Z154-TL-01-N_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/35b5d596-031b-44c3-8964-7d255031080a/s/element_Z154-TL-01-N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/6008f9a9-4957-46ba-b4bd-713ff85325c6/s/element_Z154-TL-01-N_w_(1).jpg;;Настольный светильник;1,55;2,09
Z153-TL-01-N;true;Настольный светильник Maytoni Z153-TL-01-N;Maytoni;Z153-TL-01-N;https://maytoni.ru/i/Z153-TL-01-N;7190;RUB;005;true;true;;;4251110014586;;32/26/44;97;Maytoni;Maytoni Classic;Table & Floor;;2;Нет;Нет;;UniqueGlass,ExtraHeatProtection,OriginColor;Гостиная,Кабинет,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405209109;Class2;IP 20;Никель;Металл;;;180;260;360;360;;;;;;;;;IP 20;;;;;;Прямоугольник;None;Стекло;Белый;75;225;;;;;;;;;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/7e11886e-b966-4c89-89ab-f548f1553d03/s/Z153-TL-01-N_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/5dec688c-5b47-439a-acee-7a4a6343411f/s/element_Z153-TL-01-N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1bbdc43a-4f52-44e5-a660-3682fd473b8f/s/element_Z153-TL-01-N_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/52be00ef-b8f2-4fc9-a298-08ac6f904eda/s/element_Z153-TL-01-N_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/400053bd-212a-4a81-9232-b9434b7f429d/s/Z153-TL-01-N_off_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/72f06349-d8fd-4c5d-8c95-dd6abc484fc7/s/Z153-TL-01-N_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1457d49c-9b40-4729-8147-3b1b204029bc/s/Z153-TL-01-N_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d1efdbae-c8ce-4cbd-b5ce-ff7b4186a7f7/s/Z153-TL-01-N_on.jpg;Настольный светильник;2,1;2,47
Z153-TL-01-BS;true;Настольный светильник Maytoni Z153-TL-01-BS;Maytoni;Z153-TL-01-BS;https://maytoni.ru/i/Z153-TL-01-BS;7190;RUB;005;true;true;;;4251110014579;;32/26/44;93;Maytoni;Maytoni Classic;Table & Floor;;2;Нет;Нет;;UniqueGlass,ExtraHeatProtection,OriginColor;Гостиная,Кабинет,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405209109;Class2;IP 20;Латунь;Металл;;;180;260;360;360;;;;;;;;;IP 20;;;;;;Прямоугольник;None;Стекло;Зеленый;75;225;;;;;;;;;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/efb18e42-d74a-4adb-a6d3-672ee3516dfb/s/Z153-TL-01-BS_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2b93ba9a-ba95-4508-a913-5a3afd1d4780/s/element_Z153-TL-01-BS_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/5eb9db07-7522-4dea-a383-5136e2f2815f/s/Z153-TL-01-BS_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1e0460ba-319d-4530-9da8-e41707695d2f/s/Z153-TL-01-BS_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/36e0611b-ecd1-4c4b-8b51-e0bc9dc934f1/s/element_Z153-TL-01-BS.jpg;http://mais-upload.s3.amazonaws.com/upload/media/ac8480ee-8e29-42a5-b9ca-8036529e2d8b/s/Z153-TL-01-BS_off.jpg;;;Настольный светильник;2,1;2,47
Z672TL-01TR;false;Настольный светильник Maytoni Z672TL-01TR;Maytoni;Z672TL-01TR;https://maytoni.ru/i/Z672TL-01TR;8400;RUB;005;true;true;;;4251110029030;;37/37/52;0;Maytoni;Maytoni Classic;Table & Floor;Lavender;2;Нет;Нет;;ExtraHeatProtection,nG-Crystals,Запатентовано;Гостиная,Детская,Кабинет,Кафе, Ресторан,Спальня;AC 220-240;9405209109;Class2;IP 20;Прозрачный;Стекло;;330;;;570;570;;;;;;;;;IP 20;;;;;;Цилиндр;B;Текстиль на ПВХ;Белый;240;;;;;;;;;330;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/16c76389-3475-43b1-8249-d147216287bd/s/Z672TL-01TR_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1df16897-dbce-44d2-ac9f-c2609f308573/s/interior_Z672TL-01TR_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/9b4c3e4b-efd9-4020-a663-395bd5da1ec0/s/Z672TL-01TR_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/eb42d438-07f4-4d7c-ba68-7f107e27a835/s/interrior_Z672TL-01TR.jpg;;;;;Настольный светильник;3,5;4,3
Z533TL-01N;true;Настольный светильник Maytoni Z533TL-01N;Maytoni;Z533TL-01N;https://maytoni.ru/i/Z533TL-01N;10490;RUB;005;true;true;;;4251110039374;;34/34/58;75;Maytoni;Maytoni Classic;Table & Floor;Lowell;2;Да;Нет;;ExtraHeatGuard,TV&Media,UniqueGlass;Кафе, Ресторан,Балкон,Гостиная,Столовая/Кухня,Кабинет,Магазин,Детская,Дача,Банкетный зал,Гардеробная,Спальня,Прихожая,Офис;AC 220-240;9405209109;Class2;IP 20;Прозрачный;Металл;;300;;;520;520;;;;;;;;;IP 20;;;;;;Цилиндр;B;Текстиль на ПВХ;Кремовый;230;;;;;;;;;300;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/11a2b261-1e0e-49d6-97ea-fec0c5ad6542/s/Z533TL-01N_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3c77a7bb-74b0-4c82-afaf-c237b9b26026/s/interrior_Z533TL-01N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/4df78964-0f2f-4ab9-ace9-79ebd36f1d95/s/other_Z533TL-01N_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/03f1991c-0ea4-4f6a-a5fb-75988163a54f/s/Z533TL-01N_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/9a2680ee-1956-4043-a5ee-249058269586/s/other_Z533TL-01N.jpg;http://mais-upload.s3.amazonaws.com/upload/media/79e92776-9eca-456e-9a4d-7f2830f1a85a/s/element_Z533TL-01N_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/dcc88f39-9f7c-4159-96dc-fd7fc7f675ef/s/element_Z533TL-01N_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/03502d86-b9e6-4483-92fc-63dae36cb844/s/element_Z533TL-01N.jpg;Настольный светильник;2,4;3,3
Z006-TL-01-W;true;Настольный светильник Maytoni Z006-TL-01-W;Maytoni;Z006-TL-01-W;https://maytoni.ru/i/Z006-TL-01-W;8990;RUB;005;true;true;;;4251110046167;;16/32/20,25/26/31;38;Maytoni;Maytoni Classic;Table & Floor;;2;Да;Нет;;ExtraHeatProtection,OriginColor,TV&Media;Гостиная,Спальня,Кабинет,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405209109;Class2;IP 20;Белый и Хром;Металл и Керамика;;310;;;400;400;;;;;;;;;IP 20;;;;;;Конус;B;Бархат;Серебристый;210;;;260;300;;;;;;;Нет;Нет;E27;1;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/c7a968be-8daf-41af-93a7-1d7ec7d515c6/s/Z006-TL-01-W_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/0c23b39b-e7a3-40de-aa2a-58b69b133aca/s/Z006-TL-01-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/90b9cb2c-19b3-47d6-a57e-5fed33606d84/s/Z006-TL-01-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/520da3cb-c2d3-40b9-a451-a7471c12e2b5/s/element_Z006-TL-01-W.jpg;http://mais-upload.s3.amazonaws.com/upload/media/7570dbda-36f9-4399-9def-796cf468828d/s/interior_Z006-TL-01-W.jpg;;;;Настольный светильник;2,2;2,5
Z007TL-01W;false;Настольный светильник Maytoni Z007TL-01W;Maytoni;Z007TL-01W;https://maytoni.ru/i/Z007TL-01W;6500;RUB;005;true;true;;;4251110053080;;28/41/28;0;Maytoni;Maytoni Classic;Table & Floor;Parfenon;2;Нет;Нет;;ExtraHeatGuard,OriginColor,Запатентовано;Гостиная,Детская,Кабинет,Кафе, Ресторан,Офис,Спальня;AC 220-240;9405209109;Class2;IP 20;Белый;Металл и Керамика;;248;;;480;480;;;;;;;;;IP 20;;;;;;Цилиндр;B;Лен на ПВХ;Белый;192;;;;;;;;;248;;Нет;Нет;E27;1;60;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/30345953-3c3d-4397-a731-3f8085820b29/s/Z007TL-01W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d4cbbdc4-9c2d-42f4-b832-7b3fcd454648/s/Z007TL-01W_on.jpg;;;;;;;Настольный светильник;1,2;1,8
Z005TL-01CH;true;Настольный светильник Maytoni Z005TL-01CH;Maytoni;Z005TL-01CH;https://maytoni.ru/i/Z005TL-01CH;11990;RUB;005;true;true;;;4251110029788;;70/33/33;5;Maytoni;Maytoni Classic;Table & Floor;Verre;2;Нет;Нет;;;;AC 220-240;9405209109;Class1;IP 20;Хром;Металл;;300;;;540;540;;;;;;;;;IP 20;;;;;;Конус;B;Стекло;Прозрачный;190;;;230;300;;;;;;;Нет;Нет;E27;1;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/f80b127a-6ecf-4583-b217-ac3c01d3ede4/s/Z005TL-01CH_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/11bdad75-a1de-4d3d-a9e3-2282ec70d7b5/s/Z005TL-01CH_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/e2759472-5d55-4631-9bdd-a43bc56134c5/s/draft_Z005TL-01CH.jpg;https://onec-dev.s3.amazonaws.com/upload/media/7d4724bf-5f71-4b8d-98a1-264e5f9ed120/s/interior_Z005TL-01CH_standard.jpeg;;;;;Настольный светильник;2,8;3,44
SP315-CW-02-BR;true;Спот Maytoni SP315-CW-02-BR;Maytoni;SP315-CW-02-BR;https://maytoni.ru/i/SP315-CW-02-BR;4990;RUB;008;true;true;;;4251110015019;;16/14/34;1;Maytoni;Maytoni Classic;Spot;Borgo;2;Нет;Нет;;Запатентовано,ExtraHeatProtection,OriginColor;Гостиная,Столовая/Кухня,Кабинет,Прихожая,Гардеробная,Балкон,Дача,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Коричневый;Металл;;;148;290;114;114;;;;;;;;;IP 20;;;;;;Конус;None;Металл;Коричневый;90;;;46;68;;;;;;;Нет;Да;GU10;2;50;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/52c730c5-b479-4bad-84aa-01d73ae14200/s/SP315-CW-02-BR_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/8edc6794-460f-4376-b0ef-a64da4012457/s/SP315-CW-02-BR_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/ec32294c-5f02-4802-ab4e-6fa3c7084dc3/s/SP315-CW-02-BR_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d76e2668-1d0e-432c-a315-11bf21c179c2/s/SP315-CW-02-BR_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/6897e765-f903-4d12-bf15-f7b719baed3d/s/element_SP315-CW-02-BR_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/91c3e5c5-acac-4fec-b86d-9a90f1b49eda/s/element_SP315-CW-02-BR.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a401ec63-af71-49ed-b62a-a86f523dced9/s/element_SP315-CW-02-BR_w_(1).jpg;;Спот;0,59;0,72
SP289-CW-02-BG;false;Спот Maytoni SP289-CW-02-BG;Maytoni;SP289-CW-02-BG;https://maytoni.ru/i/SP289-CW-02-BG;4990;RUB;008;true;true;;;4251110012407;;34/23/13;0;Maytoni;Maytoni Classic;Spot;Agnes;2;Нет;Нет;;Запатентовано,OriginColor,ExtraHeatGuard;Гостиная,Столовая/Кухня,Спальня,Детская,Кабинет,Прихожая,Гардеробная,Балкон,Дача,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Серый;Металл;;;90;210;175;175;;;;;;;;;IP 20;;;;;;Конус;None;Керамика;Белый;74;;;90;90;;;;;;;Нет;Нет;GU10;2;35;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/62eb3752-2d82-44a4-b913-7fae1f2fefca/s/SP289-CW-02-BG_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/60f7be0c-e0b1-4ffe-9edf-516bb5f40e64/s/element_SP289-CW-02-BG.jpg;http://mais-upload.s3.amazonaws.com/upload/media/8cc02f75-2936-477e-9d28-2018f73d78e7/s/element_SP289-CW-02-BG_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/3a7572eb-51fe-451c-8859-f0d204731678/s/element_SP289-CW-02-BG_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/5f316757-b623-4dbb-83a8-2268fca8654e/s/SP289-CW-02-BG_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/fc563cd8-9c62-4397-be0b-f58a59bb4158/s/SP289-CW-02-BG_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/aef9f158-010b-42b0-b8e8-f17f2fa02602/s/element_SP289-CW-02-BG_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/31d6df3e-1bd6-4d3a-b243-c71dd6ff782d/s/SP289-CW-02-BG_off_w.jpg;Спот;0,06;0,11
SP563-CW-04-R;false;Спот Maytoni SP563-CW-04-R;Maytoni;SP563-CW-04-R;https://maytoni.ru/i/SP563-CW-04-R;4490;RUB;008;true;true;;;4251110020907;;24/14/68;0;Maytoni;Maytoni Classic;Spot;Margaret;2;Нет;Нет;;Запатентовано,UniqueGlass,OriginColor;Гостиная,Столовая/Кухня,Спальня,Детская,Кабинет,Прихожая,Гардеробная,Балкон,Дача,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Коричневый;Металл и Стекло;;;118;671;180;180;;;;;;;;;IP 20;;;;;;Конус;None;Стекло;Белый;121;;;71;60;;;;;;;Нет;Нет;E14;4;40;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/a5a6b003-3b8a-4573-904b-71c3dda58fec/s/SP563-CW-04-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/d326c136-1814-4f04-a537-86fbb14be168/s/SP563-CW-04-R_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/c7539ffb-e540-41d8-998b-665d7de798f4/s/element_SP563-CW-04-R.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1cbe67c4-777b-4335-8fce-8c91b2c4b26d/s/SP563-CW-04-R_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/771b6f1e-a231-4cb9-8987-ee5e6fcf2fc1/s/SP563-CW-04-R_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/920e12b8-a953-46b5-b60d-7f59b79e4b49/s/element_SP563-CW-04-R_w_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/c506b51f-b733-47de-b18f-4f56eef336ca/s/element_SP563-CW-04-R_w.jpg;;Спот;1,6;1,938
PIC113-02-R;true;Подсветка Maytoni PIC113-02-R;Maytoni;PIC113-02-R;https://maytoni.ru/i/PIC113-02-R;9990;RUB;010;true;true;;;4260361989277;;50/25/16;9;Maytoni;Maytoni Classic;Picture;Raphael;2;Нет;Нет;;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Гостиная,Столовая/Кухня,Спальня,Кабинет,Прихожая,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Бронза;Металл;;;165;440;180;180;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;E14;2;25;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/157b45de-a438-4815-81ad-6403874a2abe/s/PIC113-02-R_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/76c7c1c7-9c8a-47a4-a7d8-ff12c0a862e5/s/PIC113-02-R_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/2a0ea111-3b7f-439b-88c4-fa8a5b9228a0/s/PIC113-02-R_off.jpg;;;;;;Подсветка;0,64;1,29
PIC113-02-G;true;Подсветка Maytoni PIC113-02-G;Maytoni;PIC113-02-G;https://maytoni.ru/i/PIC113-02-G;9990;RUB;010;true;true;;;4260361989291;;50/25/16;8;Maytoni;Maytoni Classic;Picture;Raphael;2;Нет;Нет;;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Гостиная,Столовая/Кухня,Спальня,Кабинет,Прихожая,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Золото;Металл;;;165;440;180;180;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;E14;2;25;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/18514526-3c57-4a0b-8998-d39ae9f90e7e/s/PIC113-02-G_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/1e6f402d-e762-4547-a733-bcd56617e323/s/PIC113-02-G_off_(1).jpg;http://mais-upload.s3.amazonaws.com/upload/media/ebbc4eae-5bca-45d9-8d45-89a612bf9810/s/PIC113-02-G_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/acfead9f-8773-48f6-bf2a-45c1d7e3028d/s/PIC113-02-G_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/74797fde-3d37-4911-bc54-a16503cf33b6/s/PIC113-02-G_off_w.jpg;;;;Подсветка;0,64;1,29
PIC113-02-W;true;Подсветка Maytoni PIC113-02-W;Maytoni;PIC113-02-W;https://maytoni.ru/i/PIC113-02-W;7490;RUB;010;true;true;;;4260361989284;;50/25/16;2;Maytoni;Maytoni Classic;Picture;Raphael;2;Нет;Нет;;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Гостиная,Столовая/Кухня,Спальня,Кабинет,Прихожая,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;;165;440;180;180;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;E14;2;25;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/ad24336c-def4-4881-a2bc-075bd8926298/s/PIC113-02-W_on_w.jpg;https://onec-dev.s3.amazonaws.com/upload/media/a4a549e4-b176-4d6a-9263-fe6b38f137c4/s/interior_PIC113-02-W_standard_(1).jpeg;https://onec-dev.s3.amazonaws.com/upload/media/a4a549e4-b176-4d6a-9263-fe6b38f137c4/s/interior_PIC113-02-W_standard.jpeg;http://mais-upload.s3.amazonaws.com/upload/media/9a24628c-d2dc-44ae-83c6-fc1742a5fbfc/s/PIC113-02-W_off.jpg;;;;;Подсветка;0,64;1,29
PIC114-02-W;false;Подсветка Maytoni PIC114-02-W;Maytoni;PIC114-02-W;https://maytoni.ru/i/PIC114-02-W;8990;RUB;010;true;true;;;4260361989345;;31/31/29;0;Maytoni;Maytoni Classic;Picture;Picasso;2;Нет;Нет;;ExtraHeatProtection,OriginColor,ExtraHeatGuard;Гостиная,Столовая/Кухня,Спальня,Кабинет,Прихожая,Офис,Магазин,Кафе, Ресторан;AC 220-240;9405109109;Class1;IP 20;Белый;Металл;;;209;445;171;171;;;;;;;;;IP 20;;;;;;;;;;;;;;;;;;;;;Нет;Нет;E14;2;25;;;;;;http://mais-upload.s3.amazonaws.com/upload/media/14c740e7-8c10-4316-a957-4bfc77e8bc4f/s/PIC114-02-W_on_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/8ca1a27a-bb72-4270-b06c-4ed938f36b11/s/PIC114-02-W_on.jpg;http://mais-upload.s3.amazonaws.com/upload/media/dead949b-baf5-42df-ad09-b265a455b041/s/PIC114-02-W_off.jpg;http://mais-upload.s3.amazonaws.com/upload/media/a6d0ff23-8cf2-4193-8412-5111b958710b/s/PIC114-02-W_off_w.jpg;http://mais-upload.s3.amazonaws.com/upload/media/aa5bea34-da19-463e-b817-398fa33c6530/s/element_PIC114-02-W_w.jpg;;;;Подсветка;0,6;1,2
